id_client;genre;langue;date_début;province;CLCODP;âge;état_civil;dépendants;résidence;occupation
cli_id_01369;F;FRANCAIS;01OCT1992:00:00:00;QC;J3N;50;MARIE;0;AUTRE;SECTEUR PUBLIQUE
cli_id_01370;M;FRANCAIS;01MAY1965:00:00:00;QC;H2B;85;MARIE;2;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01371;M;FRANCAIS;01JUN1981:00:00:00;QC;G8L;70;DIVORCE;1;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_01372;F;FRANCAIS;23MAY2018:00:00:00;ONT;L0S;71;AUTRES;0;N/D;AUTRES
cli_id_01373;M;ANGLAIS;01AUG2011:00:00:00;ONT;N0R;24;REFUS DE REPONDRE;0;AUTRE;ETUDIANT
cli_id_01374;M;ANGLAIS;01MAR1996:00:00:00;N-B;E1A;65;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01375;F;FRANCAIS;01JUL2004:00:00:00;QC;H1K;29;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01376;M;FRANCAIS;01MAY1979:00:00:00;QC;J6X;69;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01377;M;FRANCAIS;01NOV2011:00:00:00;QC;H2R;26;CELIBATAIRE;0;AUTRE;EMPLOYE DE SERVICE
cli_id_01378;F;FRANCAIS;01SEP2002:00:00:00;QC;G0R;15;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01379;M;FRANCAIS;01JAN2007:00:00:00;QC;J0G;35;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01380;F;FRANCAIS;01OCT1980:00:00:00;QC;G5L;59;CELIBATAIRE;1;PROPRIETAIRE;RETRAITE
cli_id_01381;M;FRANCAIS;01SEP2003:00:00:00;QC;H3W;29;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01382;F;FRANCAIS;01APR1989:00:00:00;ONT;K0B;46;MARIE;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01383;M;FRANCAIS;01FEB2003:00:00:00;QC;H2V;42;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01384;F;FRANCAIS;01MAR2001:00:00:00;QC;J0L;51;VEUF;0;AUTRE;AUTRES
cli_id_01385;F;FRANCAIS;01FEB1981:00:00:00;QC;J7V;56;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01386;F;FRANCAIS;01FEB2007:00:00:00;QC;J3V;74;MARIE;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_01387;F;FRANCAIS;01MAY2012:00:00:00;QC;J0B;17;AUTRES;0;AUTRE;AUTRES
cli_id_01388;F;ANGLAIS;01AUG2004:00:00:00;QC;H2B;48;MARIE;0;LOCATAIRE;CHOMEUR
cli_id_01389;M;FRANCAIS;01JUL2001:00:00:00;QC;J0Z;74;DIVORCE;0;PROPRIETAIRE;MENAGERE
cli_id_01390;F;FRANCAIS;01SEP2017:00:00:00;QC;G1S;40;CELIBATAIRE;0;LOCATAIRE;ADMINISTRATEUR
cli_id_01391;M;FRANCAIS;01JUL2016:00:00:00;QC;H7C;49;MARIE;3;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01392;M;ANGLAIS;01AUG2017:00:00:00;YUK;Y1A;56;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01393;F;FRANCAIS;01JAN2007:00:00:00;QC;J0K;54;CONJOINT DE FAIT;0;PROPRIETAIRE;VENDEUR
cli_id_01394;M;FRANCAIS;01SEP2014:00:00:00;QC;J5Z;43;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01395;F;FRANCAIS;01MAR2015:00:00:00;QC;H4J;35;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01396;F;FRANCAIS;01JAN1992:00:00:00;QC;J1E;33;CONJOINT DE FAIT;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_01397;M;FRANCAIS;11AUG2017:00:00:00;QC;G4W;50;AUTRES;0;N/D;AUTRES
cli_id_01398;F;FRANCAIS;01JUN2018:00:00:00;QC;J5Z;26;CONJOINT DE FAIT;0;LOCATAIRE;ADMINISTRATEUR
cli_id_01399;F;FRANCAIS;01FEB2017:00:00:00;QC;J9P;11;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01400;M;FRANCAIS;01DEC2017:00:00:00;QC;H4B;44;CELIBATAIRE;0;AUTRE;PROFESSION LIBERALE
cli_id_01401;F;ANGLAIS;01APR2008:00:00:00;N-B;E4E;65;CELIBATAIRE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_01402;M;FRANCAIS;01MAR2009:00:00:00;QC;J2B;36;MARIE;1;LOCATAIRE;MENAGERE
cli_id_01403;F;ANGLAIS;01SEP2016:00:00:00;N-E;B0K;27;CELIBATAIRE;0;LOCATAIRE;PROFESSION LIBERALE
cli_id_01404;M;FRANCAIS;01JUL2000:00:00:00;QC;J8P;47;CONJOINT DE FAIT;1;PROPRIETAIRE;AUTRES
cli_id_01405;F;FRANCAIS;01JUL1981:00:00:00;QC;J4L;91;AUTRES;0;LOCATAIRE;AUTRES
cli_id_01406;M;FRANCAIS;01MAR2003:00:00:00;QC;J6S;32;CELIBATAIRE;0;AUTRE;CHOMEUR
cli_id_01407;F;FRANCAIS;01JUL2004:00:00:00;QC;J9P;30;CELIBATAIRE;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_01408;M;FRANCAIS;01MAR2018:00:00:00;QC;J7P;76;MARIE;0;AUTRE;RETRAITE
cli_id_01409;F;FRANCAIS;01APR1992:00:00:00;QC;J7T;54;CONJOINT DE FAIT;2;AUTRE;MENAGERE
cli_id_01410;M;ANGLAIS;04MAY2018:00:00:00;ONT;M8W;32;AUTRES;0;N/D;AUTRES
cli_id_01411;M;FRANCAIS;01SEP2001:00:00:00;QC;J1J;58;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01412;N;ANGLAIS;02OCT1989:00:00:00;ONT;N9G;67;AUTRES;0;CONVERSION;AUTRES
cli_id_01413;F;FRANCAIS;01SEP2017:00:00:00;QC;G9X;45;AUTRES;0;LOCATAIRE;CHOMEUR
cli_id_01414;M;FRANCAIS;01JUN1981:00:00:00;QC;H7K;68;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01415;M;FRANCAIS;10MAY1993:00:00:00;QC;H7T;74;AUTRES;0;N/D;AUTRES
cli_id_01416;M;ANGLAIS;01MAY2012:00:00:00;ALB;T5X;43;CONJOINT DE FAIT;0;PROPRIETAIRE;AUTRES
cli_id_01417;M;ANGLAIS;01APR2016:00:00:00;ALB;T8X;48;AUTRES;0;AUTRE;AUTRES
cli_id_01418;F;FRANCAIS;19DEC1988:00:00:00;QC;H7V;45;AUTRES;0;CONVERSION;AUTRES
cli_id_01419;F;FRANCAIS;01JAN1995:00:00:00;QC;J9X;60;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01420;F;FRANCAIS;01SEP2006:00:00:00;QC;H7G;40;MARIE;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_01421;M;FRANCAIS;01AUG1995:00:00:00;QC;G1X;42;DIVORCE;4;LOCATAIRE;SECTEUR PUBLIQUE
cli_id_01422;M;FRANCAIS;01DEC1973:00:00:00;QC;J9H;90;AUTRES;0;LOCATAIRE;RETRAITE
cli_id_01423;M;FRANCAIS;01MAR1979:00:00:00;QC;H1M;62;AUTRES;0;N/D;AUTRES
cli_id_01424;M;FRANCAIS;01JUL1997:00:00:00;QC;H2M;28;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01425;M;FRANCAIS;01JAN1992:00:00:00;QC;H1T;97;MARIE;0;LOCATAIRE;AUTRES
cli_id_01426;M;FRANCAIS;01OCT2007:00:00:00;QC;J0N;28;CELIBATAIRE;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_01427;F;FRANCAIS;01JUL1993:00:00:00;QC;G0W;83;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01428;M;FRANCAIS;01APR2005:00:00:00;QC;J8C;40;MARIE;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01429;M;FRANCAIS;01AUG1992:00:00:00;QC;G2L;49;MARIE;0;PROPRIETAIRE;TECHNICIEN
cli_id_01430;M;FRANCAIS;01APR2016:00:00:00;QC;H2V;28;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_01431;M;FRANCAIS;01NOV1993:00:00:00;QC;J6Z;65;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01432;F;FRANCAIS;01OCT1985:00:00:00;QC;G0C;68;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01433;M;ANGLAIS;01MAY2016:00:00:00;ONT;M4V;43;MARIE;0;AUTRE;PROFESSION LIBERALE
cli_id_01434;F;FRANCAIS;01AUG2013:00:00:00;QC;G3M;45;CONJOINT DE FAIT;0;AUTRE;OUVRIER SPECIALISE
cli_id_01435;M;FRANCAIS;01JUN2018:00:00:00;QC;J0H;90;MARIE;0;AUTRE;RETRAITE
cli_id_01436;F;ANGLAIS;01DEC1985:00:00:00;QC;H7P;74;AUTRES;0;AUTRE;AUTRES
cli_id_01437;M;FRANCAIS;01JAN1982:00:00:00;QC;J5V;70;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01438;M;FRANCAIS;01AUG2009:00:00:00;QC;G0W;40;CELIBATAIRE;0;AUTRE;CONSTRUCTEUR
cli_id_01439;F;FRANCAIS;01AUG1986:00:00:00;QC;G0L;53;CELIBATAIRE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_01440;M;ANGLAIS;01JUN2008:00:00:00;QC;J6J;50;MARIE;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01441;M;FRANCAIS;01JAN2015:00:00:00;QC;G1E;26;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_01442;F;FRANCAIS;01MAY1978:00:00:00;QC;G3Z;93;VEUF;0;LOCATAIRE;AUTRES
cli_id_01443;M;ANGLAIS;01JUL2018:00:00:00;ALB;T7Z;55;MARIE;0;AUTRE;AUTRES
cli_id_01444;F;FRANCAIS;01FEB1994:00:00:00;QC;H9H;48;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01445;M;FRANCAIS;01FEB2013:00:00:00;QC;H1A;28;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01446;M;FRANCAIS;01JUL1985:00:00:00;QC;H2M;74;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01447;M;ANGLAIS;01APR2017:00:00:00;MAN;R1N;44;MARIE;0;PROPRIETAIRE;VENDEUR
cli_id_01448;M;FRANCAIS;01JUL1989:00:00:00;QC;G0R;43;CONJOINT DE FAIT;0;PROPRIETAIRE;EMPLOYE DE SERVICE
cli_id_01449;F;FRANCAIS;01JAN2010:00:00:00;QC;H3M;28;CELIBATAIRE;0;AUTRE;EMPLOYE DE BUREAU
cli_id_01450;F;FRANCAIS;01OCT1983:00:00:00;QC;H7S;97;AUTRES;0;N/D;AUTRES
cli_id_01451;F;FRANCAIS;01JAN1993:00:00:00;QC;G0X;61;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_01452;M;FRANCAIS;01APR1998:00:00:00;QC;H2C;33;CELIBATAIRE;0;AUTRE;PROFESSION LIBERALE
cli_id_01453;F;FRANCAIS;01DEC2007:00:00:00;QC;G6G;41;CONJOINT DE FAIT;3;PROPRIETAIRE;TECHNICIEN
cli_id_01454;M;FRANCAIS;01OCT1977:00:00:00;QC;J6W;68;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01455;F;FRANCAIS;01JUN2018:00:00:00;QC;J3H;56;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_01456;M;FRANCAIS;01NOV2017:00:00:00;QC;H3C;30;MARIE;0;LOCATAIRE;ETUDIANT
cli_id_01457;M;FRANCAIS;01MAY1992:00:00:00;QC;H1Z;44;AUTRES;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_01458;F;FRANCAIS;01JUN1994:00:00:00;QC;G0X;70;CONJOINT DE FAIT;0;PROPRIETAIRE;AGRICULTEUR
cli_id_01459;F;FRANCAIS;01AUG2013:00:00:00;QC;J7N;39;AUTRES;0;PROPRIETAIRE;ENSEIGNANT
cli_id_01460;F;FRANCAIS;01JUN2000:00:00:00;QC;G8A;53;CONJOINT DE FAIT;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01461;M;ANGLAIS;01JAN2011:00:00:00;MAN;R0C;48;MARIE;0;PROPRIETAIRE;SUPERVISEUR
cli_id_01462;F;FRANCAIS;01MAY2017:00:00:00;QC;H3P;90;AUTRES;0;AUTRE;AUTRES
cli_id_01463;F;FRANCAIS;01APR1993:00:00:00;QC;J0R;83;AUTRES;0;AUTRE;AUTRES
cli_id_01464;F;FRANCAIS;01AUG1978:00:00:00;QC;G4T;57;CONJOINT DE FAIT;0;PROPRIETAIRE;AUTRES
cli_id_01465;M;FRANCAIS;01APR1989:00:00:00;QC;J4N;59;MARIE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_01466;M;FRANCAIS;01AUG1988:00:00:00;QC;J0K;66;CONJOINT DE FAIT;0;LOCATAIRE;PROP. D'ENTREPRISE
cli_id_01467;M;FRANCAIS;01JUL2018:00:00:00;QC;J6T;35;CONJOINT DE FAIT;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01468;F;FRANCAIS;01MAY1981:00:00:00;QC;J7E;74;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01469;M;FRANCAIS;01JUL2003:00:00:00;QC;H9B;31;CELIBATAIRE;0;AUTRE;OUVRIER SPECIALISE
cli_id_01470;M;FRANCAIS;01AUG1999:00:00:00;QC;J0C;46;CONJOINT DE FAIT;1;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01471;F;FRANCAIS;01APR2009:00:00:00;QC;J7M;35;MARIE;3;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01472;M;FRANCAIS;01AUG1982:00:00:00;QC;H1T;62;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01473;M;ANGLAIS;01AUG1998:00:00:00;ONT;L6Y;70;AUTRES;0;CONVERSION;AUTRES
cli_id_01474;F;ANGLAIS;01MAY2015:00:00:00;ONT;L3C;46;CONJOINT DE FAIT;0;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01475;M;FRANCAIS;01JAN1974:00:00:00;QC;G1H;72;MARIE;0;PROPRIETAIRE;COMMERCE DE DETAIL
cli_id_01476;M;ANGLAIS;01DEC2015:00:00:00;ONT;L4Z;27;MARIE;0;AUTRE;ETUDIANT
cli_id_01477;F;FRANCAIS;01AUG2017:00:00:00;QC;J6T;62;MARIE;0;LOCATAIRE;CHOMEUR
cli_id_01478;F;FRANCAIS;01FEB2000:00:00:00;QC;G2B;50;MARIE;2;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01479;M;FRANCAIS;01MAR2009:00:00:00;QC;G5Y;28;CELIBATAIRE;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_01480;F;FRANCAIS;01FEB2015:00:00:00;QC;J0N;3;AUTRES;0;AUTRE;AUTRES
cli_id_01481;M;FRANCAIS;01JUN1987:00:00:00;QC;G4T;59;CONJOINT DE FAIT;2;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_01482;M;FRANCAIS;01JAN1994:00:00:00;QC;J6X;43;CONJOINT DE FAIT;3;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01483;F;FRANCAIS;01SEP2003:00:00:00;ALB;T5C;39;SEPARE;2;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_01484;M;FRANCAIS;01NOV1985:00:00:00;QC;J9L;66;MARIE;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01485;F;ANGLAIS;01SEP1993:00:00:00;QC;G7S;40;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01486;F;FRANCAIS;01SEP2010:00:00:00;QC;G9X;47;CONJOINT DE FAIT;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01487;F;FRANCAIS;01JUL2013:00:00:00;QC;H3L;41;MARIE;3;LOCATAIRE;AUTRES
cli_id_01488;F;FRANCAIS;01OCT2006:00:00:00;QC;J7V;22;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01489;M;FRANCAIS;01NOV2007:00:00:00;QC;J6A;38;CELIBATAIRE;0;AUTRE;OUVRIER SPECIALISE
cli_id_01490;M;FRANCAIS;01OCT1991:00:00:00;QC;J3B;33;CONJOINT DE FAIT;0;AUTRE;EMPLOYE DE SERVICE
cli_id_01491;M;FRANCAIS;01JUN1986:00:00:00;QC;J2C;53;DIVORCE;2;PROPRIETAIRE;ADMINISTRATEUR
cli_id_01492;M;ANGLAIS;01JAN2016:00:00:00;T-N;A1X;26;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01493;F;FRANCAIS;01OCT1979:00:00:00;QC;J0C;57;VEUF;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_01494;F;FRANCAIS;01MAR2011:00:00:00;QC;G3H;39;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01495;F;FRANCAIS;01JUN2001:00:00:00;QC;G9X;35;CONJOINT DE FAIT;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_01496;F;ANGLAIS;01AUG2011:00:00:00;QC;H3H;42;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01497;M;ANGLAIS;01NOV2017:00:00:00;ONT;M4L;57;CELIBATAIRE;0;LOCATAIRE;PROP. D'ENTREPRISE
cli_id_01498;F;FRANCAIS;01JUL2010:00:00:00;QC;J3Y;19;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01499;F;ANGLAIS;01AUG2014:00:00:00;QC;H4M;17;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01500;F;ANGLAIS;01MAR2009:00:00:00;ONT;M1J;35;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01501;M;ANGLAIS;01APR1987:00:00:00;QC;J3Y;59;MARIE;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01502;M;FRANCAIS;01MAR2017:00:00:00;QC;G1V;55;CONJOINT DE FAIT;1;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01503;M;FRANCAIS;01NOV1984:00:00:00;QC;J3M;77;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_01504;M;FRANCAIS;01MAY2015:00:00:00;QC;J0S;56;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01505;F;FRANCAIS;01MAY2012:00:00:00;QC;G0A;17;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01506;F;FRANCAIS;01NOV2001:00:00:00;QC;J6T;57;MARIE;0;LOCATAIRE;AUTRES
cli_id_01507;M;FRANCAIS;01MAR1981:00:00:00;QC;H7V;88;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01508;F;FRANCAIS;01MAY2013:00:00:00;QC;G1R;50;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01509;F;FRANCAIS;01MAY2018:00:00:00;QC;H7A;48;MARIE;0;AUTRE;CHOMEUR
cli_id_01510;F;FRANCAIS;01MAY2005:00:00:00;QC;J0L;61;CONJOINT DE FAIT;0;PROPRIETAIRE;AUTRES
cli_id_01511;F;FRANCAIS;01FEB2014:00:00:00;QC;J0H;30;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01512;F;FRANCAIS;01AUG2007:00:00:00;QC;G6G;54;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_01513;F;FRANCAIS;01JUN2016:00:00:00;QC;G6P;17;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_01514;M;ANGLAIS;01SEP1984:00:00:00;QC;J0X;81;DIVORCE;0;PROPRIETAIRE;AUTRES
cli_id_01515;M;FRANCAIS;01DEC2010:00:00:00;QC;J7N;39;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01516;F;FRANCAIS;01DEC1977:00:00:00;QC;J0L;59;AUTRES;0;AUTRE;AUTRES
cli_id_01517;M;FRANCAIS;01JAN2014:00:00:00;QC;J5R;28;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01518;F;FRANCAIS;01JAN2006:00:00:00;QC;H1S;30;MARIE;0;LOCATAIRE;AUTRES
cli_id_01519;M;ANGLAIS;01JUN2013:00:00:00;ONT;L6H;41;MARIE;2;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01520;N;ANGLAIS;16FEB1994:00:00:00;ONT;L4J;50;AUTRES;0;CONVERSION;AUTRES
cli_id_01521;F;FRANCAIS;01JAN2016:00:00:00;QC;G6H;32;CELIBATAIRE;0;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01522;F;FRANCAIS;01APR2010:00:00:00;QC;J2X;26;CONJOINT DE FAIT;2;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01523;F;FRANCAIS;01AUG2010:00:00:00;QC;G6C;45;CELIBATAIRE;2;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_01524;F;ANGLAIS;01MAR2018:00:00:00;MAN;R2V;20;CELIBATAIRE;0;AUTRE;PROFESSION LIBERALE
cli_id_01525;F;FRANCAIS;01FEB2017:00:00:00;QC;J7E;33;CONJOINT DE FAIT;0;LOCATAIRE;VENDEUR
cli_id_01526;F;FRANCAIS;01MAR2018:00:00:00;QC;H3W;38;CONJOINT DE FAIT;0;AUTRE;AUTRES
cli_id_01527;M;FRANCAIS;01JUL1987:00:00:00;QC;J6J;47;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_01528;M;FRANCAIS;01OCT1997:00:00:00;ALB;T5B;88;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01529;M;FRANCAIS;01MAY2015:00:00:00;QC;J7N;42;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01530;M;FRANCAIS;01DEC2000:00:00:00;QC;J0Z;42;REFUS DE REPONDRE;0;REFUS DE REPONDRE;AUTRES
cli_id_01531;M;ANGLAIS;01AUG2010:00:00:00;ALB;T3E;55;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_01532;M;FRANCAIS;01APR2012:00:00:00;QC;J7H;9;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01533;F;FRANCAIS;01AUG2003:00:00:00;QC;H1Y;56;CONJOINT DE FAIT;0;LOCATAIRE;MENAGERE
cli_id_01534;F;FRANCAIS;01AUG1982:00:00:00;QC;H1L;64;AUTRES;0;PROPRIETAIRE;RETRAITE
cli_id_01535;F;ANGLAIS;01OCT2015:00:00:00;ONT;K0C;62;SEPARE;0;PROPRIETAIRE;RETRAITE
cli_id_01536;M;ANGLAIS;01OCT2017:00:00:00;ONT;M5T;36;MARIE;0;LOCATAIRE;TECHNICIEN
cli_id_01537;F;ANGLAIS;01MAY1985:00:00:00;QC;J3Y;52;DIVORCE;1;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01538;M;FRANCAIS;01APR2015:00:00:00;QC;J1E;40;CELIBATAIRE;0;LOCATAIRE;MENAGERE
cli_id_01539;M;FRANCAIS;01AUG1993:00:00:00;QC;G3E;44;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01540;F;FRANCAIS;01SEP1994:00:00:00;QC;J3V;51;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_01541;F;FRANCAIS;01APR2003:00:00:00;QC;H1H;45;MARIE;1;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_01542;F;FRANCAIS;01JAN2012:00:00:00;QC;J4L;68;VEUF;0;LOCATAIRE;MENAGERE
cli_id_01543;F;FRANCAIS;01APR2000:00:00:00;QC;J0N;39;CONJOINT DE FAIT;2;PROPRIETAIRE;AUTRES
cli_id_01544;M;FRANCAIS;01JUN2001:00:00:00;QC;H2J;36;CONJOINT DE FAIT;0;LOCATAIRE;ETUDIANT
cli_id_01545;F;FRANCAIS;01JUL1986:00:00:00;QC;H3L;74;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_01546;F;ANGLAIS;01JAN2010:00:00:00;ONT;L1V;63;CONJOINT DE FAIT;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01547;M;FRANCAIS;01JAN2016:00:00:00;QC;J4V;28;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01548;F;FRANCAIS;01OCT1997:00:00:00;QC;H1E;71;MARIE;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01549;M;FRANCAIS;01MAR1991:00:00:00;ONT;K4A;53;CELIBATAIRE;0;LOCATAIRE;SUPERVISEUR
cli_id_01550;F;FRANCAIS;01SEP1985:00:00:00;QC;J7E;51;CONJOINT DE FAIT;1;LOCATAIRE;AUTRES
cli_id_01551;M;FRANCAIS;01DEC1986:00:00:00;QC;G4V;58;MARIE;1;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_01552;F;ANGLAIS;01SEP1990:00:00:00;ONT;N0P;55;MARIE;0;PROPRIETAIRE;MENAGERE
cli_id_01553;M;FRANCAIS;01APR2002:00:00:00;QC;J0N;32;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_01554;N;FRANCAIS;25MAY1971:00:00:00;QC;J4B;80;AUTRES;0;CONVERSION;AUTRES
cli_id_01555;M;FRANCAIS;01OCT1996:00:00:00;QC;J0K;64;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_01556;F;FRANCAIS;01JUN2017:00:00:00;QC;J5T;40;AUTRES;0;PROPRIETAIRE;EMPLOYE DE SERVICE
cli_id_01557;F;FRANCAIS;01OCT2007:00:00:00;N-B;E3N;27;CELIBATAIRE;0;AUTRE;EMPLOYE DE SERVICE
cli_id_01558;F;FRANCAIS;01MAY2013:00:00:00;QC;H7T;55;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01559;M;FRANCAIS;01JUN1986:00:00:00;QC;G9B;52;MARIE;0;PROPRIETAIRE;MENAGERE
cli_id_01560;M;FRANCAIS;01FEB2001:00:00:00;QC;G0L;61;DIVORCE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01561;M;ANGLAIS;01JUN2012:00:00:00;N-B;E1V;59;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_01562;F;FRANCAIS;01MAR1998:00:00:00;QC;J3V;47;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_01563;M;FRANCAIS;01MAY1981:00:00:00;QC;J6A;84;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_01564;M;ANGLAIS;01NOV2013:00:00:00;C-B;V7M;66;MARIE;0;LOCATAIRE;AUTRES
cli_id_01565;F;FRANCAIS;01APR2016:00:00:00;QC;H2M;29;MARIE;0;LOCATAIRE;CHOMEUR
cli_id_01566;F;FRANCAIS;01JUN2014:00:00:00;QC;J3E;62;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_01567;M;ANGLAIS;01MAY2018:00:00:00;C-B;V3A;53;MARIE;0;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_01568;M;FRANCAIS;01DEC2014:00:00:00;QC;J6K;35;MARIE;0;LOCATAIRE;AUTRES
cli_id_01569;M;FRANCAIS;01SEP2011:00:00:00;QC;H8S;31;MARIE;0;AUTRE;SECTEUR PUBLIQUE
