id_client;Date_traitement_BD;FinMois;prêt_hypothécaire;transit_admin;type_pret;mnt_pret;hyp_terme;hyp_amortis;taux_facture;date_creation;an_construction_imm;nbr_logements;num_transit_ouverture;date_debut_prêt;type;canal_admin;canal;canal_origine
cli_id_01980;2018-07-01;2018-07-31;hytp_0272;13621;PH;118650;48;300;2.99;2014-12-16;2007;1;13621;2015-02-07;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_01984;2018-07-01;2018-07-31;hytp_0273;12211;PH;98212.5;12;18;3.19;2003-01-30;1997;1;12211;2018-05-25;12 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_01996;2018-07-01;2018-07-31;hytp_0274;12061;PH;219476.6;60;300;2.49;2016-09-02;2001;2;14001;2016-09-01;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02031;2018-07-01;2018-07-31;hytp_0275;1721;TEU;69000;1;27;3;2014-03-20;1964;4;7871;2014-04-11;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02033;2018-07-01;2018-07-31;hytp_0276;10191;PH;242641;48;303;2.64;2012-01-24;1971;1;5811;2016-01-03;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02034;2018-07-01;2018-07-31;hytp_0277;13401;PH;180000;60;240;2.85;2017-08-28;1975;1;13401;2017-09-23;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02045;2018-07-01;2018-07-31;hytp_0278;3811;TEU;95000;60;300;2.79;2015-06-22;1990;1;14001;2015-07-03;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02053;2018-07-01;2018-07-31;hytp_0279;761;TEU;51150;60;360;3.29;2018-02-22;1981;1;761;2018-05-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02070;2018-07-01;2018-07-31;hytp_0280;901;PH;509000;24;360;2.1;2017-06-21;1915;4;901;2017-08-06;24 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02078;2018-07-01;2018-07-31;hytp_0281;2981;PH;46854;60;240;3.24;2012-12-12;1900;1;2981;2017-12-18;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02098;2018-07-01;2018-07-31;hytp_0282;1551;PH;182000;60;199;2.74;2007-06-26;1965;2;1721;2015-04-25;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02119;2018-07-01;2018-07-31;hytp_0283;13511;PH;212000;60;360;2.89;2014-12-11;1979;1;13511;2014-12-13;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02123;2018-07-01;2018-07-31;hytp_0284;2241;PH;297600;60;360;2.35;2016-07-05;1960;3;2241;2016-08-05;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02129;2018-07-01;2018-07-31;hytp_0285;11661;PH;55000;36;240;2.39;2017-06-05;1980;1;11661;2017-06-15;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02129;2018-07-01;2018-07-31;hytp_0286;11661;PH;136641.51;48;290;2.4;2016-08-29;1980;1;11661;2016-08-28;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02134;2018-07-01;2018-07-31;hytp_0287;3241;PH;396000;60;360;2.74;2015-09-22;1995;1;3711;2015-09-24;60 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_02135;2018-07-01;2018-07-31;hytp_0288;4571;TEU;100000;60;120;2.35;2016-10-19;2011;1;4571;2016-11-15;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02147;2018-07-01;2018-07-31;hytp_0289;1351;PH;336000;60;360;2.69;2015-08-12;2006;1;1351;2015-09-05;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02153;2018-07-01;2018-07-31;hytp_0290;4861;PH;151468.38;60;300;2.79;2016-04-25;1992;1;4861;2016-06-10;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02167;2018-07-01;2018-07-31;hytp_0291;10481;TEU;315200;1;246;3.25;2014-08-27;2011;1;10481;2014-08-22;Variable sans plafond 5 ans;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02167;2018-07-01;2018-07-31;hytp_0292;10481;TEU;93162.72;6;42;7.05;2016-08-04;2011;1;10481;2018-07-12;6 mois ouvert;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02167;2018-07-01;2018-07-31;hytp_0293;10481;TEU;75000;36;240;2.95;2017-11-03;2011;1;10481;2017-12-01;36 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02169;2018-07-01;2018-07-31;hytp_0294;11261;PH;114750;36;148;3.04;2005-01-27;1965;1;11261;2018-03-02;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02172;2018-07-01;2018-07-31;hytp_0295;3811;PH;268588.18;60;294;2.44;2016-11-08;1991;1;7871;2016-11-04;60 mois;Succursale hors Québec;Courtier Québec;Courtier Québec
cli_id_02178;2018-07-01;2018-07-31;hytp_0296;13841;PH;15075;60;83;3.59;2009-08-25;1977;1;13841;2014-09-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02178;2018-07-01;2018-07-31;hytp_0297;13841;PH;57680;36;36;2.49;1998-10-10;1977;1;13841;2016-05-31;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02198;2018-07-01;2018-07-31;hytp_0298;10721;PH;207900;36;300;2.87;2017-09-15;1990;1;10721;2017-10-01;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02200;2018-07-01;2018-07-31;hytp_0299;3591;TEU;140000;60;168;2.74;2017-04-13;1929;1;3591;2017-04-15;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02205;2018-07-01;2018-07-31;hytp_0300;11271;PH;110230.4;48;300;2.69;2016-02-19;1949;1;11271;2016-03-19;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02218;2018-07-01;2018-07-31;hytp_0301;12531;PH;65468.24;60;243;2.75;2007-11-06;1962;1;12531;2015-04-25;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02218;2018-07-01;2018-07-31;hytp_0302;12531;PH;124677.17;60;258;2.75;2012-03-06;1962;1;12531;2015-04-25;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02227;2018-07-01;2018-07-31;hytp_0303;10351;PH;155365.38;1;292;3.15;2017-09-05;1970;1;10351;2017-10-31;Variable sans plafond 5 ans;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_02253;2018-07-01;2018-07-31;hytp_0304;421;TEU;170000;60;300;2.39;2016-12-14;2007;1;421;2017-02-11;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02255;2018-07-01;2018-07-31;hytp_0305;14051;PH;355788.3;60;300;2.79;2015-09-28;1980;1;14001;2015-10-03;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02256;2018-07-01;2018-07-31;hytp_0306;14941;TEU;71145;1;180;3.52;2009-10-27;1977;1;5831;2014-11-28;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_02256;2018-07-01;2018-07-31;hytp_0307;14941;TEU;71145;48;228;2.95;2009-10-27;1977;1;5831;2014-10-19;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02256;2018-07-01;2018-07-31;hytp_0308;14941;TEU;23500;48;205;2.64;2016-09-20;1977;1;14941;2016-09-18;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02256;2018-07-01;2018-07-31;hytp_0309;14941;TEU;17775.16;48;64;2.95;2014-10-23;1977;1;14941;2014-10-19;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02283;2018-07-01;2018-07-31;hytp_0310;13401;PH;198263.84;60;251;2.57;2016-03-02;1978;1;13401;2016-08-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02283;2018-07-01;2018-07-31;hytp_0311;13401;PH;15847.5;60;255;2.99;2016-03-02;1978;1;13401;2016-04-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02284;2018-07-01;2018-07-31;hytp_0312;4641;PH;217965.15;60;300;2.74;2015-06-26;2007;1;7871;2015-07-10;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02292;2018-07-01;2018-07-31;hytp_0313;11661;PH;161295.75;60;300;3.19;2014-05-30;2007;1;7871;2014-06-01;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02294;2018-07-01;2018-07-31;hytp_0314;13581;PH;96818.03;1;116;3.2;2009-11-24;1986;1;13581;2014-12-12;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02294;2018-07-01;2018-07-31;hytp_0315;13581;PH;14281.97;1;116;3.2;2009-11-24;1986;1;13581;2014-12-12;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02300;2018-07-01;2018-07-31;hytp_0316;11331;TEU;125000;24;171;2.14;2011-10-14;2006;1;10321;2016-10-18;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02311;2018-07-01;2018-07-31;hytp_0317;3221;PH;491185;1;265;2.97;2015-07-23;2005;1;3221;2015-08-01;Variable sans plafond 5 ans;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_02313;2018-07-01;2018-07-31;hytp_0318;12901;PH;45000;120;150;5.75;2003-08-25;1900;1;12901;2016-02-29;120 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02321;2018-07-01;2018-07-31;hytp_0319;2621;PH;113620;48;300;3.15;2017-06-16;1975;1;2621;2017-09-01;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02334;2018-07-01;2018-07-31;hytp_0320;12111;PH;47200;60;300;2.84;2017-03-03;1962;1;12111;2017-04-25;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02335;2018-07-01;2018-07-31;hytp_0321;13261;PH;113200;1;271;3.6;2016-06-13;2013;1;13261;2016-06-16;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02341;2018-07-01;2018-07-31;hytp_0322;13731;TEU;252916.52;48;360;2.32;2016-11-10;2001;1;13731;2016-12-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0323;12941;PH;10000;48;65;2.64;2006-01-16;1917;3;12941;2015-12-28;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0324;12941;PH;75000;36;38;2.84;1999-03-08;1917;3;12941;2015-09-05;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0325;12941;PH;42050.99;48;80;2.74;2010-04-27;1975;1;12941;2015-07-12;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0326;12941;PH;40449.29;6;202;7.05;2010-04-30;1975;1;12941;2018-06-15;6 mois ouvert;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0327;12941;PH;123000;60;201;3.29;2010-04-30;1980;3;12941;2018-05-15;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02344;2018-07-01;2018-07-31;hytp_0328;12941;PH;92800;60;300;0;2018-07-31;1917;3;12941;2018-09-07;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02348;2018-07-01;2018-07-31;hytp_0329;10721;TEU;163000;48;252;2.44;2013-05-03;1998;1;10721;2017-06-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02363;2018-07-01;2018-07-31;hytp_0330;2051;PH;50000;60;68;2.84;2008-05-12;2007;1;5811;2015-05-14;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02380;2018-07-01;2018-07-31;hytp_0331;1141;PH;185185;24;165;2.44;2007-04-12;1910;1;1141;2016-11-08;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02381;2018-07-01;2018-07-31;hytp_0332;12751;TEU;78400;48;312;3.24;2014-06-05;1960;1;12751;2018-06-05;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02381;2018-07-01;2018-07-31;hytp_0333;12751;TEU;77928.56;48;300;3.24;2017-10-06;1960;1;12751;2017-11-05;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02394;2018-07-01;2018-07-31;hytp_0334;5101;TEU;193023.8;36;240;2.34;2016-11-17;1973;1;5101;2016-12-05;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02413;2018-07-01;2018-07-31;hytp_0335;12141;PH;183140.03;1;254;2.85;2016-03-17;1994;1;12141;2016-05-02;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02413;2018-07-01;2018-07-31;hytp_0336;12141;PH;15847.5;48;284;2.74;2016-03-17;1994;1;12141;2016-05-04;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02427;2018-07-01;2018-07-31;hytp_0337;11731;TEU;25000;48;72;2.74;2015-05-22;1975;1;11731;2015-06-06;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02429;2018-07-01;2018-07-31;hytp_0338;6051;PH;185463.75;36;274;1.39;2014-01-22;2005;1;6051;2016-03-06;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02432;2018-07-01;2018-07-31;hytp_0339;5241;PH;79000;60;180;2.84;2016-05-20;1880;1;5241;2016-06-03;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02432;2018-07-01;2018-07-31;hytp_0340;5241;PH;10000;60;170;2.79;2017-03-23;1880;1;5241;2017-03-24;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02432;2018-07-01;2018-07-31;hytp_0341;5241;PH;10600;48;48;2.74;2017-03-23;1880;1;5241;2017-03-25;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02432;2018-07-01;2018-07-31;hytp_0342;5241;PH;17000;60;180;2.72;2017-07-05;1880;1;5241;2017-08-11;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02432;2018-07-01;2018-07-31;hytp_0343;5241;PH;5200;60;120;2.7;2017-07-20;1880;1;5241;2017-07-28;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02456;2018-07-01;2018-07-31;hytp_0344;3811;PH;276345;60;300;2.59;2015-08-28;2015;1;14001;2015-09-02;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02460;2018-07-01;2018-07-31;hytp_0345;13151;TEU;168000;1;338;3.1;2016-09-01;1985;1;7871;2016-08-31;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02463;2018-07-01;2018-07-31;hytp_0346;6521;TEU;17232.78;48;116;2.95;2014-06-17;1977;1;6521;2018-06-10;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02463;2018-07-01;2018-07-31;hytp_0347;6521;TEU;103300;48;132;2.64;2008-03-25;1977;1;6521;2017-03-19;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02466;2018-07-01;2018-07-31;hytp_0348;2551;PH;86000;48;290;2.53;2011-05-13;1973;1;2551;2016-06-04;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02466;2018-07-01;2018-07-31;hytp_0349;2551;PH;86000;48;281;2.03;2011-05-13;1973;1;2551;2016-05-07;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02473;2018-07-01;2018-07-31;hytp_0350;3531;PH;182400;60;300;3.29;2013-06-03;2008;1;14001;2018-06-10;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02476;2018-07-01;2018-07-31;hytp_0351;4121;PH;82782;60;300;2.79;2012-03-13;1964;1;4121;2015-12-26;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02479;2018-07-01;2018-07-31;hytp_0352;10751;TEU;150000;60;200;2.69;2010-06-02;2005;1;10751;2015-07-10;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02485;2018-07-01;2018-07-31;hytp_0353;2291;TEU;9300;60;60;2.84;2016-07-14;2002;1;2291;2016-07-12;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02485;2018-07-01;2018-07-31;hytp_0354;2291;TEU;15000;60;60;2.89;2016-03-31;2002;1;2291;2016-05-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02485;2018-07-01;2018-07-31;hytp_0355;2291;TEU;78961.04;60;192;3.84;2009-11-20;2002;1;2291;2014-02-15;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02485;2018-07-01;2018-07-31;hytp_0356;2291;TEU;25039.22;60;80;3.55;2009-11-20;2002;1;2291;2014-11-22;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02529;2018-07-01;2018-07-31;hytp_0357;10651;PH;199200;60;300;2.79;2015-03-02;1993;1;10651;2015-06-13;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02534;2018-07-01;2018-07-31;hytp_0358;12151;PH;10000;12;279;3.14;2017-04-04;2012;1;12151;2018-04-12;12 mois;Succursale Québec;UDI;DDH Québec
cli_id_02534;2018-07-01;2018-07-31;hytp_0359;12151;PH;72360;48;313;2.69;2012-06-19;2012;1;5961;2015-09-20;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_02534;2018-07-01;2018-07-31;hytp_0360;12151;PH;72360;48;316;2.69;2012-06-19;2012;1;5961;2015-09-20;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_02569;2018-07-01;2018-07-31;hytp_0361;13511;PH;206682;60;300;2.59;2017-03-24;1991;1;13511;2017-05-26;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02573;2018-07-01;2018-07-31;hytp_0362;2671;PH;145000;84;358;3.85;2012-05-03;1922;3;2671;2012-09-04;84 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02576;2018-07-01;2018-07-31;hytp_0363;10131;PH;352974.52;60;300;2.69;2016-02-05;2016;1;6971;2016-02-12;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_02598;2018-07-01;2018-07-31;hytp_0364;6841;TEU;175000;36;300;2.59;2017-04-19;1973;1;6841;2017-05-01;36 mois;Partenariat;Partenariat;Partenariat
cli_id_02604;2018-07-01;2018-07-31;hytp_0365;12121;TEU;110000;60;187;2.57;2008-08-05;2004;1;5761;2017-07-29;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02618;2018-07-01;2018-07-31;hytp_0366;13881;TEU;57600;1;307;3;2014-02-17;1973;3;7871;2014-02-16;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02618;2018-07-01;2018-07-31;hytp_0367;13881;TEU;205400;1;307;3;2014-02-17;1973;3;7871;2014-02-16;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02619;2018-07-01;2018-07-31;hytp_0368;14171;PH;325890;48;231;3.24;2013-07-17;1991;1;5921;2018-07-07;48 mois;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_02633;2018-07-01;2018-07-31;hytp_0369;11621;PH;297000;48;360;2.79;2016-03-30;1964;2;11621;2016-05-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02640;2018-07-01;2018-07-31;hytp_0370;10231;PH;211200;48;360;2.4;2017-03-13;2002;1;10231;2017-03-22;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02640;2018-07-01;2018-07-31;hytp_0371;10231;TEU;84000;1;299;2.55;2018-06-13;1941;2;10231;2018-06-25;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_02640;2018-07-01;2018-07-31;hytp_0372;10231;TEU;248000;1;359;2.55;2018-06-13;1941;2;10231;2018-06-25;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_02662;2018-07-01;2018-07-31;hytp_0373;13351;PH;421179.39;48;312;3.75;2011-09-20;2011;3;5961;2015-09-10;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_02662;2018-07-01;2018-07-31;hytp_0374;13351;PH;20000;46;310;3.75;2015-11-06;2011;3;13351;2015-11-10;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02669;2018-07-01;2018-07-31;hytp_0375;11661;PH;92020.73;1;280;3;2016-10-19;2002;1;11661;2016-10-31;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_02669;2018-07-01;2018-07-31;hytp_0376;11661;PH;142379.27;1;311;2.85;2016-10-19;2002;1;11661;2016-10-31;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_02674;2018-07-01;2018-07-31;hytp_0377;12311;PH;55000;12;313;3.29;2009-03-02;1979;1;12311;2018-05-01;12 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02674;2018-07-01;2018-07-31;hytp_0378;12311;PH;7000;12;313;3.29;2010-06-01;1979;1;12311;2018-06-01;12 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02684;2018-07-01;2018-07-31;hytp_0379;11671;TEU;80247.61;1;164;3.05;2014-04-23;1920;2;11671;2014-05-08;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02693;2018-07-01;2018-07-31;hytp_0380;12241;PH;159200;1;305;2.9;2014-07-07;2008;1;7871;2014-07-28;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02693;2018-07-01;2018-07-31;hytp_0381;12241;PH;323375.25;60;300;2.79;2015-06-22;1972;2;7871;2015-06-17;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02697;2018-07-01;2018-07-31;hytp_0382;2031;TEU;22000;48;200;2.95;2014-11-03;1977;1;2031;2014-11-02;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02697;2018-07-01;2018-07-31;hytp_0383;2031;TEU;97075.57;60;177;3.04;2007-11-02;1977;1;2031;2016-02-13;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02697;2018-07-01;2018-07-31;hytp_0384;2031;TEU;14138.01;60;208;3.49;2007-11-21;1977;1;2031;2015-01-10;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02697;2018-07-01;2018-07-31;hytp_0385;2031;TEU;26050;48;105;2.74;2007-11-20;1977;1;2031;2016-05-29;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02703;2018-07-01;2018-07-31;hytp_0386;3961;PH;352000;60;360;2.57;2017-06-14;1986;1;3961;2017-07-01;60 mois;Succursale Québec;DDH hors Québec;DDH hors Québec
cli_id_02711;2018-07-01;2018-07-31;hytp_0387;2581;PH;43856.75;48;121;3.19;2013-06-10;1970;1;2581;2017-10-15;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02711;2018-07-01;2018-07-31;hytp_0388;2581;PH;23143.25;44;123;2.74;2013-06-10;1970;1;2581;2017-10-11;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02730;2018-07-01;2018-07-31;hytp_0389;3221;PH;524178;60;300;3.04;2013-08-02;1995;1;14001;2013-08-02;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02731;2018-07-01;2018-07-31;hytp_0390;2841;TEU;76300;36;244;2.44;2013-11-21;2006;1;2841;2016-08-29;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02731;2018-07-01;2018-07-31;hytp_0391;2841;TEU;223960;48;219;3.33;2011-01-10;2006;1;5771;2018-03-11;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02739;2018-07-01;2018-07-31;hytp_0392;10231;PH;130000;1;316;2.85;2014-10-31;1974;1;7871;2014-10-31;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02770;2018-07-01;2018-07-31;hytp_0393;10971;PH;90000;60;300;0;2017-04-17;1990;1;10971;2017-04-25;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02770;2018-07-01;2018-07-31;hytp_0394;10971;TEU;90000;60;300;2.69;2017-07-06;1990;1;10971;2017-08-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02782;2018-07-01;2018-07-31;hytp_0395;12121;PH;146418.75;1;237;2.7;2013-05-27;2003;1;7871;2018-05-03;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_02803;2018-07-01;2018-07-31;hytp_0396;11091;PH;69000;60;68;3.24;2002-05-16;1995;1;11091;2017-12-23;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02804;2018-07-01;2018-07-31;hytp_0397;12361;PH;162000;1;310;3.2;2014-12-08;1951;1;791;2016-12-16;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02813;2018-07-01;2018-07-31;hytp_0398;10201;PH;92000;60;72;2.79;2004-12-01;2004;1;5761;2015-04-16;60 mois;Succursale Québec;UDI;UDI
cli_id_02816;2018-07-01;2018-07-31;hytp_0399;13321;PH;21652.4;60;300;2.84;2015-06-22;1902;1;13321;2015-08-02;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_02819;2018-07-01;2018-07-31;hytp_0400;11;PH;500000;48;360;3.24;2018-01-12;1959;1;11;2018-02-16;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02823;2018-07-01;2018-07-31;hytp_0401;13601;PH;180605.56;3;180;4.15;2012-04-25;1992;1;13601;2018-05-06;Renouvellement auto 3 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02843;2018-07-01;2018-07-31;hytp_0402;13231;TEU;25000;48;240;2.59;2015-12-02;2002;1;13231;2016-01-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02843;2018-07-01;2018-07-31;hytp_0403;13231;TEU;167070.74;48;299;2.59;2012-11-30;2002;1;13231;2015-10-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02844;2018-07-01;2018-07-31;hytp_0404;11781;TEU;155907.12;48;339;3.29;2017-05-17;1910;1;11781;2018-06-10;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02851;2018-07-01;2018-07-31;hytp_0405;4011;PH;305000;60;360;2.59;2017-05-23;1977;1;4011;2017-06-10;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_02855;2018-07-01;2018-07-31;hytp_0406;14101;PH;174000;60;61;2.69;2015-10-26;2008;1;14001;2015-10-27;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_02878;2018-07-01;2018-07-31;hytp_0407;13601;TEU;110000;60;120;2.6;2016-06-06;1980;1;13601;2016-06-04;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02884;2018-07-01;2018-07-31;hytp_0408;10911;PH;282459.75;48;300;2.69;2015-05-25;2014;1;6971;2015-05-31;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_02927;2018-07-01;2018-07-31;hytp_0409;13641;PH;88060;60;274;3.44;2016-04-26;1963;1;13641;2018-05-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_02949;2018-07-01;2018-07-31;hytp_0410;11661;PH;61690.8;48;226;3.29;2013-06-11;1930;1;11661;2018-06-24;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
